		Year of publication																																		
Italian	Georgian		2		2		1	5	3	3	3	2		1																						
Italian	German	3	299	287	248	267	291	268	282	343	349	442	297	286	406	314	291	368	288	339	364	378	411	356	307	356	215	189	312	331	350	330	289			
Italian	German, dialects of									1	1																									
Italian	German, Old High (ca.750-1050)					1																														
Italian	Greek, Modern (1453-)	1	19	4	8	6	1	2	20	4	6	14	31	21		20	5	27	74	9	52	20	78	87	101	127	82	169	124	119	105	138	1			
Italian	Hebrew		5	2		1	3	2	3	3	3	9	1	4	3	2	3	1		1	3	3	9	5	11	5	9	4	11	8	11	11	7			
Italian	Hindi					1																						1								
Italian	Hungarian		28	20	12	17	24	15	23	25	21	17	24	36	32	15	46	20	45	26	61	75	86	91	97	69	93	77	73	125	95	165	5			
Italian	Icelandic			2	4			4	3	2	3			1	2				3	3	1	2	3	4	3	2	1									
Italian	Indonesian		3	3					2			2			2															1						
Italian	Interlingua (International Auxiliary Language Association)																1		1				1													
Italian	Irish							1	1			2																								
Italian	Italian										1													1		2	2	7	3	1						
Italian	Japanese		29	47	32	27	27	24	31	30	24	15	1	20	34	54	55	63	80	56	57	67	74	72	91	60	83	76	61	83	86	58				
Italian	Kazakh				1			1																		2		1								
Italian	Kirghiz					1								2																						
Italian	Korean		3	1	5	2	5	3	2	13	7	8	9	14	7	18	31	18	11	10	33	23	81													
Italian	Ladino						1																													
Italian	Latin		2				1										1								1					4	2	1				
Italian	Latvian			1	2			2	1	1		1		2					1	19	10	2	3	6	6	4	7	10	14	11	23	5				
Italian	Letzeburgesch				1																															
Italian	Lithuanian		2	1		2	2			2	5	4	5	3			7	4	17	42	46	21	25	23	16	16	26	30	44	30	47	29				
Italian	Macedonian		4	1	2	2		1				3	3				4	3	4	2	3	11	1	2	1	9	8	14	13	8	14	34	6			
Italian	Malagasy											1								1																
Italian	Malayalam		2						2	3																	2	1								
Italian	Maltese					4	2	1	1	2		3	1																							
Italian	Marathi		2																																	
Italian	Moldavian		1	1	2	1	1		1	1		2	1				1	2	2		1	1		3	5	2	4	1	4		3	8	2			
Italian	Mongolian, Halh				2		1					1	1	1											2			1		2						
Italian	Mongolian, Peripheral			1	1				1																			3								
Italian	Multiple languages													1	1		2	2	4	1		3	1	2	2	1										
Italian	Norwegian		23	9	6	6	7	4	9	5	11	10	8	8	10	12	9	6	8	5	10	9	7	9	9	30	14	19				4				
Italian	Norwegian, Bokmål		1																							1	2	5	29	25	16	20				
Italian	Norwegian, Nynorsk		1												1		2	1	1	2	1	1	1	1					3	1	1	1				
Italian	Occitan (post 1500); Provençal							1			1																			2	1	1				
Italian	Oriya																	1						1		2										
Italian	Polish		20	12	9	14	18	16	19	17	16	36	56	19	55	50	91	97	92	133	117	167	144	121	295	246	221	217	218	243	270	171	5			
Italian	Portuguese	43	42	85	64	91	94	121	76	126	163	121	152	129	174	151	164	130	97	101	214	93	185	138	133	135	198	177	29	15	26	8	1			
Italian	Provençal, Old (to 1500)		1																																	
Italian	Raeto-Romance							1	1					1		1						1		1	2				1		1					
Italian	Romanian		9	11	16	20	15	9	5	10	7	8	11	9	18	14	39	22	17	29	27	29	35	28	29	24	8	58	71	64	83	41				
Italian	Russian	11	14	19	12	21	24	26	26	35	34	26	27	41	49	95	72	51	35	27	6	3	45	5	2	3	3	96	131	162	208	2	1			
Italian	Saami, Northern																											2								
Italian	Schwyzerdütsch					1												1													1					
Italian	Scots																												1							
Italian	Serbian	1															7	15	20	44	24	42	22	24	38	73	121	102	177	128	202	160	165			
Italian	Serbo-Croatian (to 1992)		39	57	43	43	26	38	31	40	50	24	35		13	7																				
Italian	Sinhala										1							1			1	1			3											
Italian	Slovak		5	12	7	11	9	5	10	15	6	12	8	15	12	23	27	18	22	15	21	23	38	8	45	18	37	32	47	46	30	17				
Italian	Slovenian		7	15	12	8	12	10	16	7	13	10	12		11	9	23	21	38	28	27	45	42	43	43	55	85	86	50	92	103	76	17			
Italian	Somali																														2					
Italian	Spanish	2	408	434	506	497	472	452	617	474	505	369	156	591	212	386	367	306	322	263	333	411	477	507	395	374	640	470	583	106	480	463	7			
Italian	Swabian																										1									
Italian	Swahili																							1			2									
Italian	Swedish		26	14	15	17	16	16	14	16	19	31		25	27	39	24	16	14	26	22	28	24	12	22	15	25	30	28	19	30	28				
Italian	Tagalog																													1						
Italian	Tajik											1	1																							
Italian	Tamil								1													1	2		2											
Italian	Tatar														1																					
Italian	Thai																										3									
Italian	Tigrinya													1				3	1	3	1	4			1				1		1					
Italian	Turkish		1		7	26	17	14	22	11	6	9	12	15	15	17	1	4	4				1	23	1						1	1				
Italian	Uighur						1																													
Italian	Ukrainian			1	4		2		4	2	1	4	2	2	4				2			3	1				6			1						
Italian	Urdu		1								1				1			1										1								
Italian	Uzbek		1							1			4																			1				
Italian	Welsh						1									1				1																
Italian	Yakut									1																										
Italian	Yiddish	1																																		
Italian, dialects of	English																									1										
Italian, dialects of	French																											1								
Italian, dialects of	German																										1									
Italian, dialects of	Italian																										1	1				1				
Italian, dialects of	Piemontese																											1								
Italian, Old	English																	1																		
Italian, Old	Italian																														1					
Itelmen	Russian			1		1						1																								
Ivatan	English																		1																	
Izon	English														1																					
Jabutí	English																									1										
Jacalteco, Western	English														1										1											
Jacalteco, Western	Spanish																								1											
Jamaican Creole English	English																															1				
Jamaican Creole English	French																								1											
Jamaican Creole English	Spanish																															1				
Japanese	Albanian					1				1				1									1	3		2		3	3	1	2	4	3			
Japanese	Arabic						1		1	1		2		2			3	2		1		1	1	4	4	2	1		1		1	2	1	1		
Japanese	Armenian								1					1			1					1	1					1				1	1			
Japanese	Assamese																								1											
Japanese	Asturian; Bable																											1								
Japanese	Azerbaijani		1									1																								
Japanese	Basque													1				1																		
Japanese	Belarusian									1		1																								
Japanese	Bengali		1			1			1				1									1		1			1	1	1							
Japanese	Breton														1								1													
Japanese	Bulgarian		1	1	3	8	3	1	8	3	2	2	3	2	2	4	6	4	6	2	1	3	1	3	3	4	3	6	6	6	2	4	3			
Japanese	Burmese		1																																	
Japanese	Catalan							1	1	3	1			1	1	1	1	2			2		5		6	5	1	1	3	3	8	11				
Japanese	Chinese	12	4	8	7	11	18	23	15	33	35	82	38	29	27	18	14	10	16	15	35	37	36	112	334	890	1037	1171	1312	1176	640	1				
Japanese	Croatian																				1	2		2	1	2	6	5	3	3	3	4	3			
Japanese	Czech		4	2	1	1	2	2	1		2	3		2	1	1	2	6		7	4	3	7	4	4	10	3	7	6	6	10	15	8			
Japanese	Danish		8	3	2	2	2		5	1	2	2	2	2	2	14	10	7	4	9	5	10	7	22	14	12	42	74	93	127	71	6				
Japanese	Dutch	1	2	1	3	5	1		17	11	21	14	19	17	15	10	3	22	18	13	8	8	1	4	18	11	6	18	24	36	7					
Japanese	English	1	80	93	82	69	74	91	115	116	80	109	136	130	153	160	143	138	122	140	116	90	93	85	91	161	224	221	231	220	214	132	4	1		
Japanese	Esperanto																									1		2		1		1				
Japanese	Estonian			1				2	1			1	2			1				1		1			1		2	1	2	5		2	2			
Japanese	Faroese																															1				
Japanese	Farsi, Western; Persian							1		4	4												10					12								
Japanese	Finnish		2	8	7	8	12	9	6	4	3	4	2	8	3		2	1	1	5	4	3	1	3	2	6	7	15	28	76	43	19				
Japanese	French		26	23	18	23	30	30	35	32	33	31	30	45	61	65	76	91	91	163	214	273	260	314	314	421	600	763	1159	1160	1228	967				
Japanese	Gallegan																														2	3				
Japanese	Georgian		1	1		3		1	1	2	2		2																							
Japanese	German		29	25	42	27	33	41	66	46	56	55	29	61	44	64	50	59	59	50	63	71	108	103	207	153	190	59	131	51	74	60	43	1		
Japanese	Greek, Modern (1453-)		3	1					1				2	2		10	1	5	14		4	1	2	4	3	6	2	6	5		5	7				
Japanese	Gujarati												1																							
Japanese	Hebrew	1					2	1		1	1	1										1		3		2		2	2	2	2	1	6			
Japanese	Hindi									1	2						1			1	1	3		2												
Japanese	Hungarian		6	3	1	4	2	1	1	5	4	2	3	1			2	3	3		2	4	6	6	7	4	4	9	7	13	15	11				
Japanese	Icelandic										1		1		1				1		1				1	1										
Japanese	Indonesian		10	1					8		1	1	1	2	1																		2			
Japanese	Inuktitut							1																												
Japanese	Italian	1	7	8	2	1	2	1		10	14	7	1	1	5	15	13	19	21	6	12	15	13	18	21	16	13	33	17	7	6	3				
Japanese	Japanese																													1						
Japanese	Kalaallisut																							1												
Japanese	Kazakh							1					1													1				1						
Japanese	Kirghiz													1																						
Japanese	Korean		2		1	4	5	5						1							31	30	1629	1	1											
Japanese	Latvian		1			1				2			1														1	4		4	1	3				
Japanese	Lithuanian		1			1	3	1	1	2	2	1	1					3		1	1	2	4		1		1	6	12	6	13	8				
Japanese	Macedonian												1			1	1	2		1			1		1			2	3		1	1				
Japanese	Maithili																								1											
Japanese	Malay				2				4																					1			15	22		
Japanese	Malayalam					1	1	1			1	1						1		1					1	1										
Japanese	Marathi																										1									
Japanese	Moldavian				1	1				2		1										1			1	5					1					
Japanese	Mongolian, Halh				1									1	1	2					1			2	1	1			1		1					
Japanese	Mongolian, Peripheral			1	3	3	3							1	1												1		2							
Japanese	Multiple languages									1					1																					
Japanese	Nepali																								20											
Japanese	Newari																								14											
Japanese	Norwegian		2	1		6	2	1	2	3		2	1	9	10	4	4	3	2	1	1	2	1		1	3	3	16	1							
Japanese	Norwegian, Bokmål																					1				1		7	55	52	33	26				
Japanese	Norwegian, Nynorsk									1																	1		1		1					
Japanese	Oriya																			1						1										
Japanese	Polish		3		2	1	1	2	1	3	2		3	2	3		4		6	4		3	1		3	5	5	8	7	6	6	8				
Japanese	Portuguese		2		1		2	1	4	5	5	5	8	5	3	5	5	3	3	3			4	4	5	11	9	6	3	1	2	1				
Japanese	Romanian		1	1	1	3	1	2		1		2	1	1		4	1	6	5	1	1	2		6		2		14	9	14	15	5				
Japanese	Russian		13	14	9	16	26	23	15	13	24	27	21	21	20	20	29	29	8	6			19			4	5	34	85	115	71	5				
Japanese	Sanskrit											1																								
Japanese	Serbian																	6			4	2	5	3	5	5	15	4		10	7	30	12			
Japanese	Serbo-Croatian (to 1992)		3		1	3	3	3	5	2	6	1	2		1	1																				
Japanese	Sinhala						2			2			2			1					3	5			1											
Japanese	Slovak			1	2			1	1			3		1	1							2	1		1		2	3	1		1					
Japanese	Slovenian						1	1					1						1	1	3	3	1	4			1	3	4	2	3	5				
Japanese	Spanish	1	14	12	4	13	12	31	40	24	18	11	8	33	8	16	21	30	33	37	44	31	28	76	30	35	143	121	73	56	96	95	10			
Japanese	Swedish		4	1	3	2	2	5	8	6	3	4		7	1	12	11	9	6	6	3	2	2	14	17	12	32	58	60	99	68	126				
Japanese	Tajik							1																												
Japanese	Tamil																								2											
Japanese	Telugu													1										1				1								
Japanese	Thai		2			1			1			1	2	1		1								3			21									
Japanese	Turkish					1	2	3	2	2	1	1		1	4	5	1	5	2				1													
Japanese	Turkmen						1																													
Japanese	Uighur						1		1																		1		1	1						
Japanese	Ukrainian		1				1	2		3	1	1	1		1												2									
Japanese	Urdu		1	1									1					1	1		1															
Japanese	Uzbek		1			1	1			2		1																				1				
Japanese	Vietnamese									1						1	2				3			1		1	1		1	1						
Japanese, Old	German				1											1																				
Japanese, Old	Russian			1		1		1	1			2	2	1	1			1	2										1							
Jarai	French										1																									
Javanese	Dutch										1					2			1																	
Javanese	English										1	2					1		1																	
Javanese	French				1					1																2			1							
Javanese	Indonesian		3																																	
Javanese	Japanese		1																																	
Javanese, Caribbean	Dutch					1		1							1			5		1																
Jola-Fonyi	French																					1														
Judeo-Arabic	English														1					1	1									1						
Judeo-Arabic	French										1							1																		
Judeo-Arabic	German													1															1							
Judeo-Arabic	Hebrew																1			1																
Judeo-Arabic	Ladino													1																						
Judeo-Arabic	Spanish																								1											
Judeo-Persian	English																							1												
Jula	French			1																						1				2						
Kaba	English																																1			
Kaba	French																																1			
Kaba	German																																1			
Kabardian	Arabic		1	1														1																		
Kabardian	Armenian				1																															
Kabardian	Belarusian				1																															
Kabardian	English				1																															
Kabardian	Georgian			1							1																									
Kabardian	Karachay-Balkar										1																									
Kabardian	Kazakh										1																									
Kabardian	Kirghiz		1					1																												
Kabardian	Lithuanian											1																								
Kabardian	Moldavian									1																										
Kabardian	Ossetian; Ossetic					1																														
Kabardian	Russian		4	7	12	11	7	8	5	9	7	5	6	6	7		3	1	1	3								1								
